Scenario,N_Effective,Score_Scale_Max,Confidence_Level,Raw_Score,Score_Percent,Lower_Limit_Percent,Upper_Limit_Percent
Phoneme_10,25,30,0.95,13,43.3,20,66.7
Phoneme_10,25,30,0.95,14,46.7,23.3,70
Phoneme_10,25,30,0.95,15,50,26.7,73.3
Phoneme_10,25,30,0.95,16,53.3,30,76.7
Phoneme_10,25,30,0.95,17,56.7,33.3,80
Phoneme_10,25,30,0.95,18,60,36.7,83.3
Phoneme_10,25,30,0.95,19,63.3,40,83.3
Phoneme_10,25,30,0.95,20,66.7,40,86.7
Phoneme_10,25,30,0.95,21,70,46.7,90
Phoneme_10,25,30,0.95,22,73.3,50,90
Phoneme_10,25,30,0.95,23,76.7,53.3,93.3
Phoneme_10,25,30,0.95,24,80,56.7,96.7
Phoneme_10,25,30,0.95,25,83.3,60,96.7
Phoneme_10,25,30,0.95,26,86.7,66.7,100
Phoneme_10,25,30,0.95,27,90,70,100
Phoneme_10,25,30,0.95,28,93.3,76.7,100
Phoneme_10,25,30,0.95,29,96.7,80,100
Phoneme_10,25,30,0.95,30,100,86.7,100
WW_50,50,50,0.95,0,0,0,6
WW_50,50,50,0.95,1,2,0,10
WW_50,50,50,0.95,2,4,0,14
WW_50,50,50,0.95,3,6,0,18
WW_50,50,50,0.95,4,8,2,20
WW_50,50,50,0.95,5,10,2,24
WW_50,50,50,0.95,6,12,4,26
WW_50,50,50,0.95,7,14,4,28
WW_50,50,50,0.95,8,16,6,32
WW_50,50,50,0.95,9,18,6,34
WW_50,50,50,0.95,10,20,8,36
WW_50,50,50,0.95,11,22,10,38
WW_50,50,50,0.95,12,24,10,42
WW_50,50,50,0.95,13,26,12,44
WW_50,50,50,0.95,14,28,14,46
WW_50,50,50,0.95,15,30,16,48
WW_50,50,50,0.95,16,32,16,50
WW_50,50,50,0.95,17,34,18,52
WW_50,50,50,0.95,18,36,20,54
WW_50,50,50,0.95,19,38,22,56
WW_50,50,50,0.95,20,40,24,58
WW_50,50,50,0.95,21,42,24,60
WW_50,50,50,0.95,22,44,26,62
WW_50,50,50,0.95,23,46,28,64
WW_50,50,50,0.95,24,48,30,66
WW_50,50,50,0.95,25,50,32,68
WW_50,50,50,0.95,26,52,34,70
WW_50,50,50,0.95,27,54,36,72
WW_50,50,50,0.95,28,56,38,74
WW_50,50,50,0.95,29,58,40,76
WW_50,50,50,0.95,30,60,42,76
WW_50,50,50,0.95,31,62,44,78
WW_50,50,50,0.95,32,64,46,80
WW_50,50,50,0.95,33,66,48,82
WW_50,50,50,0.95,34,68,50,84
WW_50,50,50,0.95,35,70,52,84
WW_50,50,50,0.95,36,72,54,86
WW_50,50,50,0.95,37,74,56,88
WW_50,50,50,0.95,38,76,58,90
WW_50,50,50,0.95,39,78,62,90
WW_50,50,50,0.95,40,80,64,92
WW_50,50,50,0.95,41,82,66,94
WW_50,50,50,0.95,42,84,68,94
WW_50,50,50,0.95,43,86,72,96
WW_50,50,50,0.95,44,88,74,96
WW_50,50,50,0.95,45,90,76,98
WW_50,50,50,0.95,46,92,80,98
WW_50,50,50,0.95,47,94,82,100
WW_50,50,50,0.95,48,96,86,100
WW_50,50,50,0.95,49,98,90,100
WW_50,50,50,0.95,50,100,94,100
Phoneme_25,62.5,75,0.95,0,0,0,5.3
Phoneme_25,62.5,75,0.95,1,1.3,0,8
Phoneme_25,62.5,75,0.95,2,2.7,0,10.7
Phoneme_25,62.5,75,0.95,3,4,0,13.3
Phoneme_25,62.5,75,0.95,4,5.3,0,14.7
Phoneme_25,62.5,75,0.95,5,6.7,1.3,17.3
Phoneme_25,62.5,75,0.95,6,8,1.3,18.7
Phoneme_25,62.5,75,0.95,7,9.3,2.7,21.3
Phoneme_25,62.5,75,0.95,8,10.7,2.7,22.7
Phoneme_25,62.5,75,0.95,9,12,4,25.3
Phoneme_25,62.5,75,0.95,10,13.3,4,26.7
Phoneme_25,62.5,75,0.95,11,14.7,5.3,28
Phoneme_25,62.5,75,0.95,12,16,6.7,29.3
Phoneme_25,62.5,75,0.95,13,17.3,6.7,32
Phoneme_25,62.5,75,0.95,14,18.7,8,33.3
Phoneme_25,62.5,75,0.95,15,20,9.3,34.7
Phoneme_25,62.5,75,0.95,16,21.3,9.3,36
Phoneme_25,62.5,75,0.95,17,22.7,10.7,37.3
Phoneme_25,62.5,75,0.95,18,24,12,40
Phoneme_25,62.5,75,0.95,19,25.3,12,41.3
Phoneme_25,62.5,75,0.95,20,26.7,13.3,42.7
Phoneme_25,62.5,75,0.95,21,28,14.7,44
Phoneme_25,62.5,75,0.95,22,29.3,16,45.3
Phoneme_25,62.5,75,0.95,23,30.7,17.3,46.7
Phoneme_25,62.5,75,0.95,24,32,17.3,48
Phoneme_25,62.5,75,0.95,25,33.3,18.7,49.3
Phoneme_25,62.5,75,0.95,26,34.7,20,50.7
Phoneme_25,62.5,75,0.95,27,36,21.3,52
Phoneme_25,62.5,75,0.95,28,37.3,22.7,53.3
Phoneme_25,62.5,75,0.95,29,38.7,24,54.7
Phoneme_25,62.5,75,0.95,30,40,24,56
Phoneme_25,62.5,75,0.95,31,41.3,25.3,57.3
Phoneme_25,62.5,75,0.95,32,42.7,26.7,58.7
Phoneme_25,62.5,75,0.95,33,44,28,60
Phoneme_25,62.5,75,0.95,34,45.3,29.3,61.3
Phoneme_25,62.5,75,0.95,35,46.7,30.7,62.7
Phoneme_25,62.5,75,0.95,36,48,32,64
Phoneme_25,62.5,75,0.95,37,49.3,33.3,65.3
Phoneme_25,62.5,75,0.95,38,50.7,34.7,66.7
Phoneme_25,62.5,75,0.95,39,52,36,68
Phoneme_25,62.5,75,0.95,40,53.3,37.3,69.3
Phoneme_25,62.5,75,0.95,41,54.7,38.7,70.7
Phoneme_25,62.5,75,0.95,42,56,40,72
Phoneme_25,62.5,75,0.95,43,57.3,41.3,73.3
Phoneme_25,62.5,75,0.95,44,58.7,42.7,74.7
Phoneme_25,62.5,75,0.95,45,60,44,76
Phoneme_25,62.5,75,0.95,46,61.3,45.3,76
Phoneme_25,62.5,75,0.95,47,62.7,46.7,77.3
Phoneme_25,62.5,75,0.95,48,64,48,78.7
Phoneme_25,62.5,75,0.95,49,65.3,49.3,80
Phoneme_25,62.5,75,0.95,50,66.7,50.7,81.3
Phoneme_25,62.5,75,0.95,51,68,52,82.7
Phoneme_25,62.5,75,0.95,52,69.3,53.3,82.7
Phoneme_25,62.5,75,0.95,53,70.7,54.7,84
Phoneme_25,62.5,75,0.95,54,72,56,85.3
Phoneme_25,62.5,75,0.95,55,73.3,57.3,86.7
Phoneme_25,62.5,75,0.95,56,74.7,58.7,88
Phoneme_25,62.5,75,0.95,57,76,60,88
Phoneme_25,62.5,75,0.95,58,77.3,62.7,89.3
Phoneme_25,62.5,75,0.95,59,78.7,64,90.7
Phoneme_25,62.5,75,0.95,60,80,65.3,90.7
Phoneme_25,62.5,75,0.95,61,81.3,66.7,92
Phoneme_25,62.5,75,0.95,62,82.7,68,93.3
Phoneme_25,62.5,75,0.95,63,84,70.7,93.3
Phoneme_25,62.5,75,0.95,64,85.3,72,94.7
Phoneme_25,62.5,75,0.95,65,86.7,73.3,96
Phoneme_25,62.5,75,0.95,66,88,74.7,96
Phoneme_25,62.5,75,0.95,67,89.3,77.3,97.3
Phoneme_25,62.5,75,0.95,68,90.7,78.7,97.3
Phoneme_25,62.5,75,0.95,69,92,81.3,98.7
Phoneme_25,62.5,75,0.95,70,93.3,82.7,98.7
Phoneme_25,62.5,75,0.95,71,94.7,85.3,100
Phoneme_25,62.5,75,0.95,72,96,86.7,100
Phoneme_25,62.5,75,0.95,73,97.3,89.3,100
Phoneme_25,62.5,75,0.95,74,98.7,92,100
Phoneme_25,62.5,75,0.95,75,100,94.7,100
Phoneme_50,125,150,0.95,0,0,0,2.7
Phoneme_50,125,150,0.95,1,0.7,0,4
Phoneme_50,125,150,0.95,2,1.3,0,5.3
Phoneme_50,125,150,0.95,3,2,0,6.7
Phoneme_50,125,150,0.95,4,2.7,0,8
Phoneme_50,125,150,0.95,5,3.3,0.7,8.7
Phoneme_50,125,150,0.95,6,4,0.7,10
Phoneme_50,125,150,0.95,7,4.7,1.3,10.7
Phoneme_50,125,150,0.95,8,5.3,1.3,12
Phoneme_50,125,150,0.95,9,6,2,12.7
Phoneme_50,125,150,0.95,10,6.7,2,14
Phoneme_50,125,150,0.95,11,7.3,2.7,14.7
Phoneme_50,125,150,0.95,12,8,2.7,15.3
Phoneme_50,125,150,0.95,13,8.7,3.3,16.7
Phoneme_50,125,150,0.95,14,9.3,4,17.3
Phoneme_50,125,150,0.95,15,10,4,18
Phoneme_50,125,150,0.95,16,10.7,4.7,19.3
Phoneme_50,125,150,0.95,17,11.3,5.3,20
Phoneme_50,125,150,0.95,18,12,5.3,20.7
Phoneme_50,125,150,0.95,19,12.7,6,21.3
Phoneme_50,125,150,0.95,20,13.3,6.7,22.7
Phoneme_50,125,150,0.95,21,14,6.7,23.3
Phoneme_50,125,150,0.95,22,14.7,7.3,24
Phoneme_50,125,150,0.95,23,15.3,8,24.7
Phoneme_50,125,150,0.95,24,16,8.7,26
Phoneme_50,125,150,0.95,25,16.7,8.7,26.7
Phoneme_50,125,150,0.95,26,17.3,9.3,27.3
Phoneme_50,125,150,0.95,27,18,10,28
Phoneme_50,125,150,0.95,28,18.7,10.7,28.7
Phoneme_50,125,150,0.95,29,19.3,10.7,29.3
Phoneme_50,125,150,0.95,30,20,11.3,30.7
Phoneme_50,125,150,0.95,31,20.7,12,31.3
Phoneme_50,125,150,0.95,32,21.3,12.7,32
Phoneme_50,125,150,0.95,33,22,13.3,32.7
Phoneme_50,125,150,0.95,34,22.7,13.3,33.3
Phoneme_50,125,150,0.95,35,23.3,14,34
Phoneme_50,125,150,0.95,36,24,14.7,34.7
Phoneme_50,125,150,0.95,37,24.7,15.3,35.3
Phoneme_50,125,150,0.95,38,25.3,16,36.7
Phoneme_50,125,150,0.95,39,26,16,37.3
Phoneme_50,125,150,0.95,40,26.7,16.7,38
Phoneme_50,125,150,0.95,41,27.3,17.3,38.7
Phoneme_50,125,150,0.95,42,28,18,39.3
Phoneme_50,125,150,0.95,43,28.7,18.7,40
Phoneme_50,125,150,0.95,44,29.3,19.3,40.7
Phoneme_50,125,150,0.95,45,30,20,41.3
Phoneme_50,125,150,0.95,46,30.7,20,42
Phoneme_50,125,150,0.95,47,31.3,20.7,42.7
Phoneme_50,125,150,0.95,48,32,21.3,43.3
Phoneme_50,125,150,0.95,49,32.7,22,44.7
Phoneme_50,125,150,0.95,50,33.3,22.7,45.3
Phoneme_50,125,150,0.95,51,34,23.3,46
Phoneme_50,125,150,0.95,52,34.7,24,46.7
Phoneme_50,125,150,0.95,53,35.3,24.7,47.3
Phoneme_50,125,150,0.95,54,36,25.3,48
Phoneme_50,125,150,0.95,55,36.7,25.3,48.7
Phoneme_50,125,150,0.95,56,37.3,26,49.3
Phoneme_50,125,150,0.95,57,38,26.7,50
Phoneme_50,125,150,0.95,58,38.7,27.3,50.7
Phoneme_50,125,150,0.95,59,39.3,28,51.3
Phoneme_50,125,150,0.95,60,40,28.7,52
Phoneme_50,125,150,0.95,61,40.7,29.3,52.7
Phoneme_50,125,150,0.95,62,41.3,30,53.3
Phoneme_50,125,150,0.95,63,42,30.7,54
Phoneme_50,125,150,0.95,64,42.7,31.3,54.7
Phoneme_50,125,150,0.95,65,43.3,32,55.3
Phoneme_50,125,150,0.95,66,44,32.7,56
Phoneme_50,125,150,0.95,67,44.7,32.7,56.7
Phoneme_50,125,150,0.95,68,45.3,33.3,57.3
Phoneme_50,125,150,0.95,69,46,34,58
Phoneme_50,125,150,0.95,70,46.7,34.7,58.7
Phoneme_50,125,150,0.95,71,47.3,35.3,59.3
Phoneme_50,125,150,0.95,72,48,36,60
Phoneme_50,125,150,0.95,73,48.7,36.7,60.7
Phoneme_50,125,150,0.95,74,49.3,37.3,61.3
Phoneme_50,125,150,0.95,75,50,38,62
Phoneme_50,125,150,0.95,76,50.7,38.7,62.7
Phoneme_50,125,150,0.95,77,51.3,39.3,63.3
Phoneme_50,125,150,0.95,78,52,40,64
Phoneme_50,125,150,0.95,79,52.7,40.7,64.7
Phoneme_50,125,150,0.95,80,53.3,41.3,65.3
Phoneme_50,125,150,0.95,81,54,42,66
Phoneme_50,125,150,0.95,82,54.7,42.7,66.7
Phoneme_50,125,150,0.95,83,55.3,43.3,66.7
Phoneme_50,125,150,0.95,84,56,44,67.3
Phoneme_50,125,150,0.95,85,56.7,44.7,68
Phoneme_50,125,150,0.95,86,57.3,45.3,68.7
Phoneme_50,125,150,0.95,87,58,46,69.3
Phoneme_50,125,150,0.95,88,58.7,46.7,70
Phoneme_50,125,150,0.95,89,59.3,47.3,70.7
Phoneme_50,125,150,0.95,90,60,48,71.3
Phoneme_50,125,150,0.95,91,60.7,48.7,72
Phoneme_50,125,150,0.95,92,61.3,49.3,72.7
Phoneme_50,125,150,0.95,93,62,50,73.3
Phoneme_50,125,150,0.95,94,62.7,50.7,74
Phoneme_50,125,150,0.95,95,63.3,51.3,74.7
Phoneme_50,125,150,0.95,96,64,52,74.7
Phoneme_50,125,150,0.95,97,64.7,52.7,75.3
Phoneme_50,125,150,0.95,98,65.3,53.3,76
Phoneme_50,125,150,0.95,99,66,54,76.7
Phoneme_50,125,150,0.95,100,66.7,54.7,77.3
Phoneme_50,125,150,0.95,101,67.3,56,78
Phoneme_50,125,150,0.95,102,68,56.7,78.7
Phoneme_50,125,150,0.95,103,68.7,57.3,79.3
Phoneme_50,125,150,0.95,104,69.3,58,80
Phoneme_50,125,150,0.95,105,70,58.7,80
Phoneme_50,125,150,0.95,106,70.7,59.3,80.7
Phoneme_50,125,150,0.95,107,71.3,60,81.3
Phoneme_50,125,150,0.95,108,72,60.7,82
Phoneme_50,125,150,0.95,109,72.7,61.3,82.7
Phoneme_50,125,150,0.95,110,73.3,62,83.3
Phoneme_50,125,150,0.95,111,74,62.7,84
Phoneme_50,125,150,0.95,112,74.7,63.3,84
Phoneme_50,125,150,0.95,113,75.3,64.7,84.7
Phoneme_50,125,150,0.95,114,76,65.3,85.3
Phoneme_50,125,150,0.95,115,76.7,66,86
Phoneme_50,125,150,0.95,116,77.3,66.7,86.7
Phoneme_50,125,150,0.95,117,78,67.3,86.7
Phoneme_50,125,150,0.95,118,78.7,68,87.3
Phoneme_50,125,150,0.95,119,79.3,68.7,88
Phoneme_50,125,150,0.95,120,80,69.3,88.7
Phoneme_50,125,150,0.95,121,80.7,70.7,89.3
Phoneme_50,125,150,0.95,122,81.3,71.3,89.3
Phoneme_50,125,150,0.95,123,82,72,90
Phoneme_50,125,150,0.95,124,82.7,72.7,90.7
Phoneme_50,125,150,0.95,125,83.3,73.3,91.3
Phoneme_50,125,150,0.95,126,84,74,91.3
Phoneme_50,125,150,0.95,127,84.7,75.3,92
Phoneme_50,125,150,0.95,128,85.3,76,92.7
Phoneme_50,125,150,0.95,129,86,76.7,93.3
Phoneme_50,125,150,0.95,130,86.7,77.3,93.3
Phoneme_50,125,150,0.95,131,87.3,78.7,94
Phoneme_50,125,150,0.95,132,88,79.3,94.7
Phoneme_50,125,150,0.95,133,88.7,80,95.3
Phoneme_50,125,150,0.95,134,89.3,80.7,95.3
Phoneme_50,125,150,0.95,135,90,82,96
Phoneme_50,125,150,0.95,136,90.7,82.7,96
Phoneme_50,125,150,0.95,137,91.3,83.3,96.7
Phoneme_50,125,150,0.95,138,92,84.7,97.3
Phoneme_50,125,150,0.95,139,92.7,85.3,97.3
Phoneme_50,125,150,0.95,140,93.3,86,98
Phoneme_50,125,150,0.95,141,94,87.3,98
Phoneme_50,125,150,0.95,142,94.7,88,98.7
Phoneme_50,125,150,0.95,143,95.3,88.7,98.7
Phoneme_50,125,150,0.95,144,96,90,99.3
Phoneme_50,125,150,0.95,145,96.7,91.3,99.3
Phoneme_50,125,150,0.95,146,97.3,92,100
Phoneme_50,125,150,0.95,147,98,93.3,100
Phoneme_50,125,150,0.95,148,98.7,94.7,100
Phoneme_50,125,150,0.95,149,99.3,96,100
Phoneme_50,125,150,0.95,150,100,97.3,100
